### DATA:
#
# 239
#      Q             I(Q)           Error     
8.99751264E-02  9.09072882E-03  4.19403502E-04
9.10357369E-02  8.50097393E-03  4.19926785E-04
9.20963474E-02  8.27343715E-03  4.19862015E-04
9.31569579E-02  8.77569545E-03  4.21745538E-04
9.42175685E-02  8.82922998E-03  4.33938477E-04
9.52781790E-02  8.37440415E-03  4.37944133E-04
9.63387895E-02  7.97196548E-03  4.37122110E-04
9.73994001E-02  7.91029248E-03  4.39418760E-04
9.84600106E-02  8.17079063E-03  4.40148875E-04
9.95206211E-02  7.43511925E-03  4.40289898E-04
1.00581232E-01  7.20930193E-03  4.26361880E-04
1.01641842E-01  7.01436145E-03  4.22899435E-04
1.02702453E-01  7.23860762E-03  4.25240375E-04
1.03763063E-01  7.04659510E-03  4.19092090E-04
1.04823674E-01  6.94773463E-03  4.16143520E-04
1.05884284E-01  6.37862622E-03  4.15334430E-04
1.06944895E-01  6.48139255E-03  4.14863573E-04
1.08005505E-01  6.66788163E-03  4.10227223E-04
1.09066116E-01  6.26584632E-03  4.07308360E-04
1.10126726E-01  6.33445580E-03  4.07696865E-04
1.11187337E-01  6.41021773E-03  4.05039485E-04
1.12247947E-01  6.02525147E-03  4.05151365E-04
1.13308558E-01  6.07678050E-03  4.00435437E-04
1.14369168E-01  6.06902340E-03  3.99286942E-04
1.15429779E-01  5.71553047E-03  3.99483115E-04
1.16490390E-01  5.48391102E-03  3.96683405E-04
1.17551000E-01  5.61051095E-03  3.95286610E-04
1.18611611E-01  6.03203395E-03  3.92114523E-04
1.19672221E-01  5.53774218E-03  3.91585948E-04
1.20732832E-01  5.59950642E-03  3.92634593E-04
1.21793442E-01  5.72844270E-03  3.88219088E-04
1.22854053E-01  5.10433538E-03  3.87538343E-04
1.23914663E-01  4.96455270E-03  3.87402665E-04
1.24975274E-01  5.10417972E-03  3.87736050E-04
1.26035884E-01  4.82046325E-03  3.91301017E-04
1.27096495E-01  4.72022070E-03  3.94352873E-04
1.28157105E-01  4.82026848E-03  3.98811350E-04
1.29217716E-01  4.82617900E-03  4.01112163E-04
1.30278326E-01  4.63143655E-03  4.01165708E-04
1.31338937E-01  4.82786015E-03  4.05459955E-04
1.32399547E-01  4.38305445E-03  3.97531150E-04
1.33460158E-01  4.40762308E-03  3.90435007E-04
1.34520769E-01  4.58429335E-03  3.86813325E-04
1.35581379E-01  4.23312780E-03  3.85043693E-04
1.36641990E-01  4.48124587E-03  3.81103972E-04
1.37702600E-01  4.03965173E-03  3.78913885E-04
1.38763211E-01  4.05454007E-03  3.78206745E-04
1.39823821E-01  4.22471798E-03  3.75004020E-04
1.40884432E-01  4.04134673E-03  3.72972030E-04
1.41945042E-01  3.52960208E-03  3.73300470E-04
1.43005653E-01  4.14887700E-03  3.70562263E-04
1.44066263E-01  4.02061060E-03  3.68886905E-04
1.45126874E-01  4.00709942E-03  3.67887772E-04
1.46187484E-01  3.80429918E-03  3.67738090E-04
1.47248095E-01  3.88062745E-03  3.65023052E-04
1.48308705E-01  3.47807388E-03  3.63568720E-04
1.49369316E-01  3.21859190E-03  3.62577085E-04
1.50429926E-01  3.55876680E-03  3.62480320E-04
1.51490537E-01  3.79746942E-03  3.59709455E-04
1.52551147E-01  3.51775415E-03  3.58194105E-04
1.53611758E-01  3.39248823E-03  3.58032585E-04
1.54672369E-01  3.39154050E-03  3.52876675E-04
1.55732979E-01  3.17876495E-03  3.54218365E-04
1.56793590E-01  2.95183773E-03  3.52245702E-04
1.57854200E-01  2.91341892E-03  3.50315730E-04
1.58914811E-01  3.20671137E-03  3.48084330E-04
1.59975421E-01  2.95813777E-03  3.48568192E-04
1.61036032E-01  3.07769445E-03  3.46642357E-04
1.62096642E-01  2.85864738E-03  3.44926942E-04
1.63157253E-01  2.95000418E-03  3.43772730E-04
1.64217863E-01  3.02061508E-03  3.45662255E-04
1.65278474E-01  2.74770020E-03  3.41096987E-04
1.66339084E-01  2.52875580E-03  3.41072395E-04
1.67399695E-01  2.82617088E-03  3.40712972E-04
1.68460305E-01  3.04043200E-03  3.47279598E-04
1.69520916E-01  2.92815977E-03  3.50586895E-04
1.70581526E-01  2.28628912E-03  3.52887787E-04
1.71642137E-01  2.63123365E-03  3.56370818E-04
1.72702747E-01  3.07907082E-03  3.58131230E-04
1.73763358E-01  2.82906787E-03  3.58097862E-04
1.74823969E-01  2.79252742E-03  3.60251508E-04
1.75884579E-01  2.48541660E-03  3.61261293E-04
1.76945190E-01  2.41616170E-03  3.59491267E-04
1.78005800E-01  2.81633005E-03  3.62503917E-04
1.79066411E-01  2.47466308E-03  3.63560165E-04
1.80127021E-01  2.45033402E-03  3.61664993E-04
1.81187632E-01  2.42408749E-03  3.64187645E-04
1.82248242E-01  2.70208495E-03  3.66288588E-04
1.83308853E-01  2.25668924E-03  3.64734338E-04
1.84369463E-01  2.27933552E-03  3.65185788E-04
1.85430074E-01  2.40997411E-03  3.68096397E-04
1.86490684E-01  2.49629398E-03  3.67965048E-04
1.87551295E-01  2.00977235E-03  3.66093602E-04
1.88611905E-01  2.24964437E-03  3.66962150E-04
1.89672516E-01  2.11964629E-03  3.68010370E-04
1.90733126E-01  2.32261687E-03  3.68641568E-04
1.91793737E-01  2.03812216E-03  3.67461335E-04
1.92854347E-01  1.90962595E-03  3.67576508E-04
1.93914958E-01  2.11600528E-03  3.65105613E-04
1.94975569E-01  1.96848018E-03  3.67143962E-04
1.96036179E-01  2.19142740E-03  3.65505510E-04
1.97096790E-01  2.12044653E-03  3.67068693E-04
1.98157400E-01  1.49888417E-03  3.63157780E-04
1.99218011E-01  2.22007383E-03  3.65837812E-04
2.00278621E-01  1.97175366E-03  3.65960850E-04
2.01339232E-01  2.34172645E-03  3.70509615E-04
2.02399842E-01  2.06816860E-03  3.78876817E-04
2.03460453E-01  1.68161979E-03  3.84897902E-04
2.04521063E-01  2.20343179E-03  3.89532688E-04
2.05581674E-01  1.60087633E-03  3.91533870E-04
2.06642284E-01  1.82033819E-03  3.94253868E-04
2.07702895E-01  2.14965851E-03  3.99329942E-04
2.08763505E-01  1.45021872E-03  4.01020657E-04
2.09824116E-01  1.79031538E-03  4.04391170E-04
2.10884726E-01  1.64576957E-03  4.07420600E-04
2.11945337E-01  1.98701851E-03  4.09924740E-04
2.13005947E-01  1.80435297E-03  4.10657558E-04
2.14066558E-01  1.66941411E-03  4.13568125E-04
2.15127169E-01  1.66051369E-03  4.16012225E-04
2.16187779E-01  1.71744719E-03  4.18328490E-04
2.17248390E-01  1.65423320E-03  4.21025982E-04
2.18309000E-01  1.63927639E-03  4.19498370E-04
2.19369611E-01  1.78661570E-03  4.25292835E-04
2.20430221E-01  1.56611810E-03  4.24739805E-04
2.21490832E-01  1.36441551E-03  4.25703138E-04
2.22551442E-01  1.05616054E-03  4.26113530E-04
2.23612053E-01  1.23091333E-03  4.24626323E-04
2.24672663E-01  1.53230596E-03  4.27155458E-04
2.25733274E-01  1.59803720E-03  4.27494403E-04
2.26793884E-01  1.24480424E-03  4.29026392E-04
2.27854495E-01  1.28102279E-03  4.25857297E-04
2.28915105E-01  1.36363320E-03  4.28889695E-04
2.29975716E-01  1.91541831E-03  4.29493113E-04
2.31036326E-01  1.19624473E-03  4.31935738E-04
2.32096937E-01  1.73110666E-03  4.27384063E-04
2.33157548E-01  1.07508514E-03  4.31038527E-04
2.34218158E-01  1.36984524E-03  4.31484015E-04
2.35278769E-01  1.11645553E-03  4.30117995E-04
2.36339379E-01  1.46882387E-03  4.28484767E-04
2.37399990E-01  1.59408979E-03  4.32247465E-04
2.38460600E-01  1.07330945E-03  4.33085520E-04
2.39521211E-01  1.34888664E-03  4.32393650E-04
2.40581821E-01  1.12124474E-03  4.32614510E-04
2.41642432E-01  1.09709985E-03  4.32719667E-04
2.42703042E-01  1.30036625E-03  4.32652007E-04
2.43763653E-01  1.30069547E-03  4.33812813E-04
2.44824263E-01  1.19399070E-03  4.34891260E-04
2.45884874E-01  1.33964070E-03  4.36576175E-04
2.46945484E-01  8.99704872E-04  4.34694150E-04
2.48006095E-01  1.16112549E-03  4.37191878E-04
2.49066705E-01  7.61851087E-04  4.36624235E-04
2.50127316E-01  1.19011989E-03  4.36595135E-04
2.51187926E-01  1.18044287E-03  4.38957330E-04
2.52248537E-01  1.09404477E-03  4.38686382E-04
2.53309148E-01  1.09268958E-03  4.34110965E-04
2.54369758E-01  1.31087773E-03  4.36136870E-04
2.55430369E-01  1.05237856E-03  4.37309557E-04
2.56490979E-01  1.23941200E-03  4.36202752E-04
2.57551590E-01  5.67289535E-04  4.40179448E-04
2.58612200E-01  1.11632026E-03  4.61094872E-04
2.59672811E-01  1.05995964E-03  4.75648038E-04
2.60733421E-01  1.57735730E-03  4.86085497E-04
2.61794032E-01  4.84651420E-04  4.97402267E-04
2.62854642E-01  1.52956298E-03  5.05707870E-04
2.63915253E-01  1.15978741E-03  5.10981150E-04
2.64975863E-01  1.30468036E-03  5.18586683E-04


### HEADER:
#
#{
#    "analysis": {
#        "guinier": {
#            "I0": "0.038209124160400704",
#            "I0_autorg_err": -1,
#            "I0_err": 0.00044857564352265226,
#            "I0_est_err": 7.432320934965816e-05,
#            "I0_fit_err": 0.00044857564352265226,
#            "Rg": "26.440387230287563",
#            "Rg_autorg_err": -1,
#            "Rg_err": 0.4567922506635753,
#            "Rg_est_err": 0.09295524847175196,
#            "Rg_fit_err": 0.4567922506635753,
#            "nEnd": 35,
#            "nStart": 1,
#            "qEnd": "0.04967",
#            "qRg_max": "1.313344965846305",
#            "qRg_min": "0.3598845631526536",
#            "qStart": "0.01361",
#            "rsq": "0.9831047472164428"
#        }
#    },
#    "counters": {
#        "comment": ""
#    },
#    "filename": "PAR22naMg.dat",
#    "history": {},
#    "unit": ""
#}

